"id","name","ofClientsYears","accountId","annualActualBudget","budgetRangeCalc","ediApproach","fullTimeStaffCount","fullTimeStaffRange","headOfOrgRaceEthnicity","organizationType","payorType","programCohort","programEngagement","serviceLevelOne","serviceLevelTwo","sponsor","surveyFrequency","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp"
a0u4T000006CIIiQAO,App-20221110-493,,"0011C00002WLPe3QAH",2378265,$1M-$5M,,11.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJN0QAM,Community and economic development,Employment (Economic development),,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIIjQAO,App-20221110-494,,"0011C00002WLPgxQAH",8227270,>$5M-$10M,,15.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJN1QAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIIkQAO,App-20221110-495,,"0011C00002WLPioQAH",7945271,>$5M-$10M,,37.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJN2QAM,Information and Communications,Libraries,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIIlQAO,App-20221110-496,,"0011C00002WLR3EQAX",931552,<$1M,,10.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJN3QAM,Human services,Targeted population support,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIImQAO,App-20221110-497,,"0011C00002WLSk5QAH",11500000,>$10M-$25M,,120.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJN4QAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIIWQA4,App-20221110-481,,"0011C00002WLjFCQA1",797329,<$1M,,1.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNMQA2,Community and economic development,Community improvement,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:01","0051C000008XsOpQAK","2023-01-24 02:10:01"
a0u4T000006CIIXQA4,App-20221110-482,,"0011C00002WLjIfQAL",6666665,>$5M-$10M,,43.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNNQA2,Education,Education services,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:01","0051C000008XsOpQAK","2023-01-24 02:10:01"
a0u4T000006CIIYQA4,App-20221110-483,,"0011C00002WLOHrQAP",2258600,$1M-$5M,,22.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMnQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:01","0051C000008XsOpQAK","2023-01-24 02:10:01"
a0u4T000006CIIZQA4,App-20221110-484,,"0011C00002WLOJ9QAP",2900000,$1M-$5M,,24.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMoQAM,Community and economic development,Employment (Economic development),,,"2022-11-10 20:23:15","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIJ9QAO,App-20221110-515,,"0011C00002WLTAXQA5",1600000,$1M-$5M,,20.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJN5QAM,Sports and recreation,Community recreation,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIJAQA4,App-20221110-516,,"0011C00002WLynJQAT",1600000,$1M-$5M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNRQA2,Arts and culture,Performing arts,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIJBQA4,App-20221110-517,,"0011C00002WM0ehQAD",3242573,$1M-$5M,,48.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNSQA2,Education,Elementary and secondary education,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIJCQA4,App-20221110-518,,"0011C00002WM0f6QAD",2300000,$1M-$5M,,28.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNTQA2,Community and economic development,Business and industry,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-03-25 02:10:37","0054T000001ibDAQAY","2023-03-25 02:10:37"
a0u4T000006CIJDQA4,App-20221110-519,,"0011C00002WM2DuQAL",12533885,>$10M-$25M,,95.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNUQA2,Human services,Targeted population support,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:16","0051C000008XsOpQAK","2023-01-24 02:10:16"
a0u4T000006CIJEQA4,App-20221110-520,,"0011C00002WM2FgQAL",2331000,$1M-$5M,,30.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNVQA2,Human services,Basic and emergency aid,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJFQA4,App-20221110-521,,"0011C00002WM2LFQA1",8500000,>$5M-$10M,,75.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNWQA2,Health,Diseases and conditions,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJGQA4,App-20221110-522,,"0011C00002WM8N5QAL",1338800,$1M-$5M,,7.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNXQA2,Human services,Targeted population support,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJHQA4,App-20221110-523,,"0011C00002WMG2hQAH",160000,<$1M,,4.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNZQA2,Human rights,Individual liberties,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJIQA4,App-20221110-524,,"0011C00002WMHlwQAH",3187368,$1M-$5M,,41.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNaQAM,Human services,Targeted population support,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJJQA4,App-20221110-525,,"0011C00002WMIGVQA5",600000,<$1M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNbQAM,Community and economic development,Employment (Economic development),,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJKQA4,App-20221110-526,,"0011C00002WMJU7QAP",29020229,>$25M,,1272.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNcQAM,Public affairs,Public policy,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJLQA4,App-20221110-527,,"0011C00002WMPKeQAP",4456955,$1M-$5M,,45.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNdQAM,Community and economic development,Financial services,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJMQA4,App-20221110-528,,"0011C00002Y27j2QAB",4627301,$1M-$5M,,46.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNeQAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJNQA4,App-20221110-529,,"0011C00002Y28gnQAB",17277530,>$10M-$25M,,193.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNfQAM,Human rights,Justice rights,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJOQA4,App-20221110-530,,"0011C00002Y2AQbQAN",3314101,$1M-$5M,,24.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNgQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-04-05 21:41:11","00515000006O7O1AAK","2023-04-05 21:41:11"
a0u4T000006CIJPQA4,App-20221110-531,,"0011C00002Y2I61QAF",1957082,$1M-$5M,,13.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNhQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:18","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJqQAO,App-20221110-548,,"0011C00002Y2axpQAB",2871753,$1M-$5M,,4.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNjQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJrQAO,App-20221110-549,,"0011C00002WLkOoQAL",681096,<$1M,,4.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNOQA2,Education,Elementary and secondary education,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJsQAO,App-20221110-550,,"0011C00002WLmtgQAD",409000000,>$25M,,18.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNPQA2,Education,Equal opportunity in education,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJtQAO,App-20221110-551,,"0011C00002WLwOQQA1",3001262,$1M-$5M,,35.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJNQQA2,Human services,Targeted population support,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJuQAO,App-20221110-552,,"0011C00002WLIOfQAP",12867155,>$10M-$25M,,120.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP3QAM,Education,Higher education,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJvQAO,App-20221110-553,,"0011C00002WLIQRQA5",1354170,$1M-$5M,,15.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP4QAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:30","0051C000008XsOpQAK","2023-01-24 02:10:30"
a0u4T000006CIJwQAO,App-20221110-554,,"0011C00002WLITkQAP",3922500,$1M-$5M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP5QAM,Community and economic development,Community improvement,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIJxQAO,App-20221110-555,,"0011C00002WLIdkQAH",21377933,>$10M-$25M,,62.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP7QAM,Arts and culture,Performing arts,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIJyQAO,App-20221110-556,,"0011C00002WLIdpQAH",603800,<$1M,,3.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP8QAM,Human services,Targeted population support,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIJzQAO,App-20221110-557,,"0011C00002WLIduQAH",1500000,$1M-$5M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP9QAM,Education,Elementary and secondary education,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIK0QAO,App-20221110-558,,"0011C00002WLIfvQAH",68898408,>$25M,,152.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPAQA2,Human services,Basic and emergency aid,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIK1QAO,App-20221110-559,,"0011C00002WLIhhQAH",2353914,$1M-$5M,,9.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPBQA2,Education,Education services,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIK2QAO,App-20221110-560,,"0011C00002WLJO6QAP",1100000,$1M-$5M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPCQA2,Human services,Basic and emergency aid,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIK3QAO,App-20221110-561,,"0011C00002WLJc8QAH",3012600,$1M-$5M,,50.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPDQA2,Education,Student services,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIK4QAO,App-20221110-562,,"0011C00002WLMkgQAH",3603791,$1M-$5M,,31.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPGQA2,Community and economic development,Financial services,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIK5QAO,App-20221110-563,,"0011C00002WLMklQAH",1387078,$1M-$5M,,10.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPHQA2,Arts and culture,Museums,,,"2022-11-10 20:23:22","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKaQAO,App-20221110-589,,"0011C00002VQasFQAT",273519,<$1M,,20.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOBQA2,Education,Adult education,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKbQAO,App-20221110-590,,"0011C00002VQfprQAD",9268136,>$5M-$10M,,57.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOCQA2,Arts and culture,Museums,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKcQAO,App-20221110-591,,"0011C00002VQgReQAL",5638333,>$5M-$10M,,57.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJODQA2,Human services,Targeted population support,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKdQAO,App-20221110-592,,"0011C00002VQzvuQAD",4800000,$1M-$5M,,15.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOFQA2,Human services,Targeted population support,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKeQAO,App-20221110-593,,"0011C00002VR0jBQAT",2100000,$1M-$5M,,31.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOGQA2,Human services,Targeted population support,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKfQAO,App-20221110-594,,"0011C00002VR1S9QAL",1200000,$1M-$5M,,17.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOHQA2,Human services,Targeted population support,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKgQAO,App-20221110-595,,"0011C00002VR8UmQAL",23343065,>$10M-$25M,,153.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOIQA2,Education,Vocational education,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKhQAO,App-20221110-596,,"0011C00002VR8VQQA1",861585,<$1M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOJQA2,Arts and culture,Arts services,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKiQAO,App-20221110-597,,"0011C00002VR8mlQAD",74671548,>$25M,,1404.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOKQA2,Community and economic development,Housing development,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKjQAO,App-20221110-598,,"0011C00002VR9MjQAL",7173760,>$5M-$10M,,28.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOLQA2,Education,Equal opportunity in education,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKkQAO,App-20221110-599,,"0011C00002VRBlsQAH",8700000,>$5M-$10M,,160.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOMQA2,Human services,Youth development,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CIKTQA4,App-20221110-582,,"0011C00002WLMlyQAH",5950000,>$5M-$10M,,46.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPIQA2,Community and economic development,Employment (Economic development),,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKUQA4,App-20221110-583,,"0011C00002WLMz2QAH",1300000,$1M-$5M,,8.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJPJQA2,Arts and culture,Performing arts,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKVQA4,App-20221110-584,,"0011C00002VQKQ2QAP",40621202,>$25M,,350.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJO5QAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKWQA4,App-20221110-585,,"0011C00002VQKeEQAX",5709089,>$5M-$10M,,50.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJO7QAM,Community and economic development,Community improvement,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKXQA4,App-20221110-586,,"0011C00002VQSEMQA5",219788072,>$25M,,750.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJO8QAM,Human services,Human services information,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKYQA4,App-20221110-587,,"0011C00002VQTVrQAP",2822047,$1M-$5M,,15.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJO9QAM,Education,Education services,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIKZQA4,App-20221110-588,,"0011C00002VQZiXQAX",1131206,$1M-$5M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOAQA2,Education,Education services,,,"2022-11-10 20:23:27","0051C000008XsOpQAK","2023-01-24 02:10:47","0051C000008XsOpQAK","2023-01-24 02:10:47"
a0u4T000006CIL9QAO,App-20221110-619,,"0011C00002VRb5pQAD",1123000,$1M-$5M,,9.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJONQA2,Human services,Targeted population support,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILAQA4,App-20221110-620,,"0011C00002VRbWvQAL",1700000,$1M-$5M,,19.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOOQA2,Human services,Targeted population support,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILBQA4,App-20221110-621,,"0011C00002VRk16QAD",627383,<$1M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOPQA2,Environment,Natural resources,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILCQA4,App-20221110-622,,"0011C00002VS2sYQAT",23000000,>$10M-$25M,,327.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOQQA2,"Public safety, law, and justice",Crime prevention,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILDQA4,App-20221110-623,,"0011C00002VS3yRQAT",800000,<$1M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJORQA2,Community and economic development,Sustainable development,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILEQA4,App-20221110-624,,"0011C00002VS77HQAT",666436,<$1M,,8.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOSQA2,Human services,Shelter and residential care,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILFQA4,App-20221110-625,,"0011C00002VS9TPQA1",482117,<$1M,,12.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOTQA2,Community and economic development,Rural development (Economic development),,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:01","0051C000008XsOpQAK","2023-01-24 02:11:01"
a0u4T000006CILGQA4,App-20221110-626,,"0011C00002VS9VuQAL",2950000,$1M-$5M,,14.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOUQA2,Education,Education services,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILHQA4,App-20221110-627,,"0011C00002VS9ehQAD",15932957,>$10M-$25M,,26.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOVQA2,Community and economic development,Financial services,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILIQA4,App-20221110-628,,"0011C00002VS9ijQAD",576753,<$1M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOWQA2,Human services,Basic and emergency aid,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILJQA4,App-20221110-629,,"0011C00002VS9vxQAD",18457574,>$10M-$25M,,183.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOXQA2,Human services,Youth development,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILKQA4,App-20221110-630,,"0011C00002VS9yrQAD",275000,<$1M,,3.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOYQA2,Education,Adult education,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILkQAO,App-20221110-656,,"0011C00002VSMDEQA5",2000000,$1M-$5M,,16.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOhQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILLQA4,App-20221110-631,,"0011C00002VS9zBQAT",2600000,$1M-$5M,,7.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOZQA2,Arts and culture,Performing arts,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILlQAO,App-20221110-657,,"0011C00002VSMquQAH",3598292,$1M-$5M,,16.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOiQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILMQA4,App-20221110-632,,"0011C00002VSAboQAH",2744768,$1M-$5M,,23.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJObQAM,Human services,Targeted population support,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
